timestamp,device_id,rack_location,cpu_utilization,memory_usage,disk_io,temperature,network_traffic,power_usage,status
2025-02-16 11:33:04.158842,SRV-001,RACK-B,31.7,60.2,219.0,23.7,500.0,281.7,normal
2025-02-16 11:33:04.158842,SRV-002,RACK-C,31.8,55.4,243.0,23.7,251.0,303.6,normal
2025-02-16 11:33:04.158842,SRV-003,RACK-A,22.9,46.7,247.0,22.8,71.0,339.3,normal
2025-02-16 11:33:04.158842,SRV-004,RACK-A,33.0,46.9,243.0,23.8,800.0,322.3,normal
2025-02-16 11:33:04.158842,SRV-005,RACK-C,30.3,44.0,246.0,23.5,685.0,348.2,normal
2025-02-16 11:34:04.158842,SRV-001,RACK-B,32.4,45.4,225.0,23.8,216.0,368.1,normal
2025-02-16 11:34:04.158842,SRV-002,RACK-A,27.1,41.8,219.0,23.2,293.0,326.9,normal
2025-02-16 11:34:04.158842,SRV-003,RACK-B,25.5,47.0,248.0,23.1,91.0,295.5,normal
2025-02-16 11:34:04.158842,SRV-004,RACK-A,23.6,49.1,226.0,22.9,50.0,323.3,normal
2025-02-16 11:34:04.158842,SRV-005,RACK-A,33.7,57.2,230.0,23.9,333.0,335.8,normal
2025-02-16 11:35:04.158842,SRV-001,RACK-B,27.5,49.7,203.0,23.3,50.0,332.2,normal
2025-02-16 11:35:04.158842,SRV-002,RACK-C,19.8,40.9,221.0,22.5,429.0,324.5,normal
2025-02-16 11:35:04.158842,SRV-003,RACK-B,21.8,49.6,212.0,22.7,222.0,317.1,normal
2025-02-16 11:35:04.158842,SRV-004,RACK-C,26.4,47.8,215.0,23.2,376.0,316.2,normal
2025-02-16 11:35:04.158842,SRV-005,RACK-A,22.1,41.1,247.0,22.7,428.0,304.3,normal
2025-02-16 11:36:04.158842,SRV-001,RACK-B,16.7,44.7,272.0,22.2,147.0,328.3,normal
2025-02-16 11:36:04.158842,SRV-002,RACK-A,36.3,54.2,192.0,24.1,83.0,329.6,normal
2025-02-16 11:36:04.158842,SRV-003,RACK-A,23.1,54.2,208.0,22.8,223.0,300.2,normal
2025-02-16 11:36:04.158842,SRV-004,RACK-C,95.0,54.2,347.0,30.0,215.0,484.3,warning
2025-02-16 11:36:04.158842,SRV-005,RACK-A,28.7,48.0,239.0,23.4,215.0,356.2,normal
2025-02-16 11:37:04.158842,SRV-001,RACK-A,22.4,48.4,219.0,22.8,55.0,271.4,normal
2025-02-16 11:37:04.158842,SRV-002,RACK-C,21.2,48.4,231.0,22.6,83.0,323.5,normal
2025-02-16 11:37:04.158842,SRV-003,RACK-A,12.7,40.2,238.0,21.8,180.0,302.4,normal
2025-02-16 11:37:04.158842,SRV-004,RACK-A,28.6,47.1,230.0,38.0,336.0,303.2,warning
2025-02-16 11:37:04.158842,SRV-005,RACK-B,15.4,48.5,189.0,22.1,800.0,291.8,normal
2025-02-16 11:38:04.158842,SRV-001,RACK-A,29.4,49.7,239.0,23.5,274.0,309.3,normal
2025-02-16 11:38:04.158842,SRV-002,RACK-A,21.7,50.8,223.0,22.7,625.0,283.1,normal
2025-02-16 11:38:04.158842,SRV-003,RACK-B,30.4,41.2,262.0,23.6,136.0,349.8,normal
2025-02-16 11:38:04.158842,SRV-004,RACK-C,24.7,45.5,208.0,23.0,361.0,280.5,normal
2025-02-16 11:38:04.158842,SRV-005,RACK-B,16.0,51.8,228.0,22.1,478.0,302.4,normal
2025-02-16 11:39:04.158842,SRV-001,RACK-A,23.6,44.4,217.0,22.9,111.0,349.0,normal
2025-02-16 11:39:04.158842,SRV-002,RACK-B,33.0,51.9,234.0,23.8,111.0,326.4,normal
2025-02-16 11:39:04.158842,SRV-003,RACK-C,25.6,46.5,244.0,23.1,486.0,313.6,normal
2025-02-16 11:39:04.158842,SRV-004,RACK-B,21.2,37.6,227.0,22.6,392.0,322.3,normal
2025-02-16 11:39:04.158842,SRV-005,RACK-C,32.4,42.4,226.0,23.8,204.0,352.4,normal
2025-02-16 11:40:04.158842,SRV-001,RACK-C,32.8,41.6,200.0,23.8,185.0,311.4,normal
2025-02-16 11:40:04.158842,SRV-002,RACK-C,35.1,50.9,223.0,24.0,602.0,309.4,normal
2025-02-16 11:40:04.158842,SRV-003,RACK-B,36.3,45.3,218.0,24.2,354.0,316.7,normal
2025-02-16 11:40:04.158842,SRV-004,RACK-B,29.0,43.1,236.0,23.4,75.0,338.6,normal
2025-02-16 11:40:04.158842,SRV-005,RACK-A,27.2,49.3,234.0,23.2,305.0,304.6,normal
2025-02-16 11:41:04.158842,SRV-001,RACK-B,22.7,47.1,217.0,22.8,532.0,324.1,normal
2025-02-16 11:41:04.158842,SRV-002,RACK-C,23.7,47.1,221.0,22.9,62.0,313.7,normal
2025-02-16 11:41:04.158842,SRV-003,RACK-C,29.6,44.6,226.0,23.5,125.0,306.6,normal
2025-02-16 11:41:04.158842,SRV-004,RACK-C,26.5,53.3,250.0,23.2,439.0,320.5,normal
2025-02-16 11:41:04.158842,SRV-005,RACK-A,28.1,49.0,232.0,23.3,73.0,357.1,normal
2025-02-16 11:42:04.158842,SRV-001,RACK-A,17.5,32.8,221.0,22.3,379.0,254.6,normal
2025-02-16 11:42:04.158842,SRV-002,RACK-A,26.3,46.3,237.0,22.3,326.0,326.8,normal
2025-02-16 11:42:04.158842,SRV-003,RACK-B,33.9,54.6,236.0,23.9,326.0,375.0,normal
2025-02-16 11:42:04.158842,SRV-004,RACK-C,28.5,52.6,225.0,23.4,336.0,301.3,normal
2025-02-16 11:42:04.158842,SRV-005,RACK-B,31.3,54.4,229.0,23.6,123.0,307.1,normal
2025-02-16 11:43:04.158842,SRV-001,RACK-A,22.7,38.0,212.0,22.8,252.0,290.0,normal
2025-02-16 11:43:04.158842,SRV-002,RACK-C,23.5,48.0,253.0,22.9,256.0,327.3,normal
2025-02-16 11:43:04.158842,SRV-003,RACK-A,36.0,55.8,223.0,24.1,505.0,319.9,normal
2025-02-16 11:43:04.158842,SRV-003,RACK-A,26.2,37.5,245.0,23.1,119.0,345.1,normal
2025-02-16 11:43:04.158842,SRV-005,RACK-C,25.3,44.7,223.0,23.1,241.0,319.4,normal
2025-02-16 11:44:04.158842,SRV-001,RACK-A,33.1,59.4,237.0,23.8,471.0,304.6,normal
2025-02-16 11:44:04.158842,SRV-002,RACK-C,24.8,45.4,216.0,23.0,499.0,321.0,normal
2025-02-16 11:44:04.158842,SRV-003,RACK-B,31.8,39.7,209.0,23.7,344.0,308.2,normal
2025-02-16 11:44:04.158842,SRV-004,RACK-A,28.0,45.0,243.0,23.3,50.0,327.6,normal
2025-02-16 11:44:04.158842,SRV-005,RACK-B,25.2,48.9,217.0,23.0,397.0,333.6,normal
2025-02-16 11:45:04.158842,SRV-001,RACK-B,35.9,53.2,201.0,24.1,352.0,309.1,normal
2025-02-16 11:45:04.158842,SRV-002,RACK-C,34.3,51.4,210.0,23.9,111.0,316.5,normal
2025-02-16 11:45:04.158842,SRV-003,RACK-A,28.6,46.3,220.0,23.4,214.0,324.3,normal
2025-02-16 11:45:04.158842,SRV-004,RACK-C,22.6,38.4,217.0,22.8,368.0,293.6,normal
2025-02-16 11:45:04.158842,SRV-005,RACK-C,25.6,42.0,222.0,23.1,509.0,352.2,normal
2025-02-16 11:46:04.158842,SRV-001,RACK-A,26.7,55.8,235.0,23.2,326.0,302.9,normal
2025-02-16 11:46:04.158842,SRV-002,RACK-A,30.2,46.3,222.0,23.5,301.0,307.5,normal
2025-02-16 11:46:04.158842,SRV-003,RACK-C,37.1,59.5,238.0,24.2,689.0,339.5,normal
2025-02-16 11:46:04.158842,SRV-004,RACK-C,40.3,49.7,230.0,24.5,50.0,348.1,normal
2025-02-16 11:46:04.158842,SRV-005,RACK-C,26.9,46.2,231.0,23.2,619.0,292.9,normal
2025-02-16 11:47:04.158842,SRV-001,RACK-C,30.8,45.7,220.0,23.6,132.0,297.7,normal
2025-02-16 11:47:04.158842,SRV-002,RACK-C,18.6,46.3,224.0,22.4,681.0,300.4,normal
2025-02-16 11:47:04.158842,SRV-003,RACK-A,28.9,56.0,208.0,23.4,308.0,323.6,normal
2025-02-16 11:47:04.158842,SRV-004,RACK-B,28.9,44.4,240.0,23.8,156.0,323.6,normal
2025-02-16 11:47:04.158842,SRV-005,RACK-A,25.4,49.5,221.0,23.1,583.0,297.8,normal
2025-02-16 11:48:04.158842,SRV-001,RACK-B,27.2,58.2,233.0,23.2,502.0,299.8,normal
2025-02-16 11:48:04.158842,SRV-002,RACK-B,29.3,50.7,198.0,23.4,498.0,267.0,normal
2025-02-16 11:48:04.158842,SRV-003,RACK-C,34.8,41.6,246.0,24.0,221.0,307.4,normal
2025-02-16 11:48:04.158842,SRV-004,RACK-C,35.0,59.9,239.0,24.0,800.0,339.6,normal
2025-02-16 11:48:04.158842,SRV-004,RACK-C,33.7,50.2,245.0,23.9,795.0,326.2,normal
2025-02-16 11:49:04.158842,SRV-001,RACK-C,95.0,76.7,231.0,30.0,346.0,451.6,warning
2025-02-16 11:49:04.158842,SRV-002,RACK-C,25.8,48.0,249.0,23.1,437.0,451.6,normal
2025-02-16 11:49:04.158842,SRV-003,RACK-C,31.1,58.0,230.0,23.6,207.0,306.8,normal
2025-02-16 11:49:04.158842,SRV-004,RACK-C,27.0,46.6,211.0,23.2,270.0,324.6,normal
2025-02-16 11:49:04.158842,SRV-005,RACK-C,34.7,54.6,232.0,24.0,744.0,358.6,normal
2025-02-16 11:50:04.158842,SRV-001,RACK-A,26.8,45.9,250.0,23.2,95.0,328.0,normal
2025-02-16 11:50:04.158842,SRV-002,RACK-B,28.6,50.4,220.0,23.4,50.0,314.2,normal
2025-02-16 11:50:04.158842,SRV-003,RACK-A,30.3,49.8,237.0,23.5,263.0,332.4,normal
2025-02-16 11:50:04.158842,SRV-004,RACK-B,33.3,46.2,216.0,23.9,562.0,332.4,normal
2025-02-16 11:50:04.158842,SRV-005,RACK-B,35.8,42.8,247.0,24.1,179.0,336.3,normal
2025-02-16 11:51:04.158842,SRV-001,RACK-A,22.5,40.8,238.0,22.8,287.0,352.8,normal
2025-02-16 11:51:04.158842,SRV-002,RACK-B,38.3,50.2,232.0,24.4,800.0,366.2,normal
2025-02-16 11:51:04.158842,SRV-003,RACK-B,18.4,49.1,220.0,22.4,172.0,261.3,normal
2025-02-16 11:51:04.158842,SRV-004,RACK-A,36.1,57.0,231.0,24.1,431.0,304.4,normal
2025-02-16 11:51:04.158842,SRV-005,RACK-C,32.9,50.3,203.0,23.8,185.0,295.7,normal
2025-02-16 11:52:04.158842,SRV-001,RACK-B,32.0,49.3,235.0,38.0,800.0,305.8,warning
2025-02-16 11:52:04.158842,SRV-002,RACK-B,20.0,49.3,241.0,22.5,155.0,292.2,normal
2025-02-16 11:52:04.158842,SRV-003,RACK-A,18.3,50.7,243.0,22.3,800.0,268.2,normal
2025-02-16 11:52:04.158842,SRV-004,RACK-A,28.5,40.9,223.0,23.4,217.0,329.8,normal
2025-02-16 11:52:04.158842,SRV-005,RACK-C,28.0,50.6,250.0,23.3,130.0,314.7,normal
2025-02-16 11:53:04.158842,SRV-001,RACK-C,36.6,53.8,233.0,24.2,262.0,324.1,normal
2025-02-16 11:53:04.158842,SRV-002,RACK-A,26.6,41.8,220.0,23.2,568.0,314.1,normal
2025-02-16 11:53:04.158842,SRV-003,RACK-C,23.7,46.5,225.0,22.9,407.0,288.9,normal
2025-02-16 11:53:04.158842,SRV-004,RACK-B,33.1,56.8,227.0,23.8,369.0,333.7,normal
2025-02-16 11:53:04.158842,SRV-005,RACK-B,15.3,50.7,243.0,22.0,504.0,268.3,normal
2025-02-16 11:54:04.158842,SRV-001,RACK-C,24.4,47.4,244.0,23.0,800.0,293.4,normal
2025-02-16 11:54:04.158842,SRV-002,RACK-A,18.9,42.5,221.0,22.4,210.0,282.9,normal
2025-02-16 11:54:04.158842,SRV-003,RACK-C,34.3,56.6,226.0,23.9,599.0,335.9,normal
2025-02-16 11:54:04.158842,SRV-004,RACK-B,30.4,47.0,200.0,23.6,146.0,289.9,normal
2025-02-16 11:54:04.158842,SRV-005,RACK-C,31.7,48.8,213.0,23.7,95.0,338.3,normal
2025-02-16 11:55:04.158842,SRV-001,RACK-C,29.4,54.2,236.0,23.5,410.0,311.9,normal
2025-02-16 11:55:04.158842,SRV-002,RACK-A,20.5,44.8,219.0,22.6,276.0,300.8,normal
2025-02-16 11:55:04.158842,SRV-003,RACK-C,29.2,42.7,236.0,23.4,197.0,312.7,normal
2025-02-16 11:55:04.158842,SRV-004,RACK-C,23.5,43.0,233.0,22.9,800.0,336.7,normal
2025-02-16 11:55:04.158842,SRV-005,RACK-C,28.7,41.9,223.0,23.4,111.0,341.3,normal
2025-02-16 11:56:04.158842,SRV-001,RACK-A,26.5,44.4,244.0,23.2,392.0,359.7,normal
2025-02-16 11:56:04.158842,SRV-002,RACK-A,30.8,52.2,237.0,23.6,577.0,318.9,normal
2025-02-16 11:56:04.158842,SRV-003,RACK-C,28.6,45.1,227.0,23.4,577.0,315.6,normal
2025-02-16 11:56:04.158842,SRV-004,RACK-A,32.2,44.5,224.0,23.7,435.0,316.4,normal
2025-02-16 11:56:04.158842,SRV-005,RACK-A,29.4,48.5,225.0,23.5,437.0,319.7,normal
2025-02-16 11:57:04.158842,SRV-001,RACK-A,30.4,50.2,218.0,23.6,414.0,316.7,normal
2025-02-16 11:57:04.158842,SRV-002,RACK-B,34.1,55.9,222.0,23.9,206.0,329.7,normal
2025-02-16 11:57:04.158842,SRV-003,RACK-C,22.4,42.6,228.0,22.8,235.0,296.5,normal
2025-02-16 11:57:04.158842,SRV-004,RACK-A,37.5,46.1,221.0,24.3,211.0,318.2,normal
2025-02-16 11:57:04.158842,SRV-005,RACK-A,95.0,72.6,181.0,30.0,390.0,476.5,warning
2025-02-16 11:58:04.158842,SRV-001,RACK-A,20.6,48.0,233.0,22.6,233.0,266.4,normal
2025-02-16 11:58:04.158842,SRV-002,RACK-B,21.7,48.6,210.0,22.7,164.0,302.3,normal
2025-02-16 11:58:04.158842,SRV-003,RACK-A,21.3,43.4,216.0,22.6,289.0,331.9,normal
2025-02-16 11:58:04.158842,SRV-004,RACK-A,33.0,53.7,219.0,23.8,535.0,306.1,normal
2025-02-16 11:58:04.158842,SRV-005,RACK-C,31.0,51.0,255.0,23.8,444.0,349.6,normal
2025-02-16 11:59:04.158842,SRV-001,RACK-A,34.4,47.5,212.0,24.0,149.0,319.4,normal
2025-02-16 11:59:04.158842,SRV-002,RACK-B,30.3,48.6,239.0,23.5,243.0,335.7,normal
2025-02-16 11:59:04.158842,SRV-003,RACK-C,95.0,62.3,323.0,30.0,140.0,510.6,warning
2025-02-16 11:59:04.158842,SRV-004,RACK-C,34.5,47.2,235.0,24.0,196.0,340.0,normal
2025-02-16 11:59:04.158842,SRV-005,RACK-C,23.3,52.8,212.0,22.9,201.0,253.7,normal
2025-02-16 12:00:04.158842,SRV-001,RACK-C,29.7,47.1,208.0,23.0,448.0,272.2,normal
2025-02-16 12:00:04.158842,SRV-002,RACK-A,16.1,45.9,208.0,21.6,621.0,275.7,normal
2025-02-16 12:00:04.158842,SRV-003,RACK-C,16.3,44.4,213.0,21.6,455.0,280.4,normal
2025-02-16 12:00:04.158842,SRV-004,RACK-C,17.4,45.3,202.0,21.7,442.0,265.4,normal
2025-02-16 12:00:04.158842,SRV-005,RACK-C,17.0,42.9,200.0,21.7,800.0,273.9,normal
2025-02-16 12:01:04.158842,SRV-001,RACK-A,20.8,48.4,181.0,22.1,210.0,281.7,normal
2025-02-16 12:01:04.158842,SRV-002,RACK-B,20.7,44.4,189.0,22.1,591.0,248.5,normal
2025-02-16 12:01:04.158842,SRV-003,RACK-A,23.9,48.8,182.0,22.4,227.0,295.5,normal
2025-02-16 12:01:04.158842,SRV-004,RACK-A,16.8,42.9,186.0,22.4,322.0,302.0,normal
2025-02-16 12:01:04.158842,SRV-005,RACK-C,25.9,39.4,196.0,22.6,287.0,300.7,normal
2025-02-16 12:02:04.158842,SRV-001,RACK-B,23.7,42.8,206.0,22.4,521.0,304.5,normal
2025-02-16 12:02:04.158842,SRV-002,RACK-A,17.8,38.0,219.0,21.8,347.0,292.6,normal
2025-02-16 12:02:04.158842,SRV-003,RACK-A,12.9,46.5,203.0,21.3,670.0,283.9,normal
2025-02-16 12:02:04.158842,SRV-004,RACK-C,13.2,40.5,182.0,21.3,649.0,280.2,normal
2025-02-16 12:02:04.158842,SRV-005,RACK-A,25.4,45.7,202.0,22.5,182.0,302.7,normal
2025-02-16 12:03:04.158842,SRV-001,RACK-B,20.7,56.0,206.0,22.1,386.0,311.9,normal
2025-02-16 12:03:04.158842,SRV-002,RACK-B,26.7,46.1,204.0,22.7,472.0,318.8,normal
2025-02-16 12:03:04.158842,SRV-003,RACK-A,16.3,48.9,208.0,21.6,280.0,297.9,normal
2025-02-16 12:03:04.158842,SRV-004,RACK-B,18.5,35.3,220.0,21.8,800.0,315.9,normal
2025-02-16 12:03:04.158842,SRV-005,RACK-A,20.2,52.2,185.0,22.0,196.0,282.0,normal
2025-02-16 12:04:04.158842,SRV-001,RACK-A,27.3,50.3,191.0,22.7,800.0,278.4,normal
2025-02-16 12:04:04.158842,SRV-002,RACK-C,19.0,51.0,211.0,21.9,800.0,308.1,normal
2025-02-16 12:04:04.158842,SRV-003,RACK-B,20.0,44.1,186.0,22.0,534.0,288.5,normal
2025-02-16 12:04:04.158842,SRV-004,RACK-A,14.2,42.5,197.0,21.4,399.0,245.1,normal
2025-02-16 12:04:04.158842,SRV-005,RACK-A,21.9,44.8,218.0,22.2,418.0,309.7,normal
2025-02-16 12:05:04.158842,SRV-001,RACK-B,20.9,49.0,198.0,22.1,215.0,326.5,normal
2025-02-16 12:05:04.158842,SRV-002,RACK-A,23.9,48.8,193.0,22.4,292.0,268.0,normal
2025-02-16 12:05:04.158842,SRV-003,RACK-B,18.3,40.5,218.0,21.8,459.0,308.6,normal
2025-02-16 12:05:04.158842,SRV-004,RACK-B,10.0,44.3,228.0,21.0,538.0,288.3,normal
2025-02-16 12:05:04.158842,SRV-005,RACK-B,15.7,39.5,197.0,21.6,766.0,255.0,normal
2025-02-16 12:06:04.158842,SRV-001,RACK-B,22.3,53.8,181.0,22.2,196.0,282.7,normal
2025-02-16 12:06:04.158842,SRV-002,RACK-B,22.3,45.4,197.0,22.2,569.0,290.0,normal
2025-02-16 12:06:04.158842,SRV-003,RACK-B,19.1,43.0,204.0,21.9,72.0,276.3,normal
2025-02-16 12:06:04.158842,SRV-004,RACK-C,20.4,52.8,207.0,22.0,90.0,278.6,normal
2025-02-16 12:06:04.158842,SRV-005,RACK-A,23.6,38.1,184.0,22.4,451.0,291.1,normal
2025-02-16 12:07:04.158842,SRV-001,RACK-C,21.1,45.1,213.0,22.1,377.0,289.9,normal
2025-02-16 12:07:04.158842,SRV-002,RACK-B,17.4,52.0,216.0,21.7,313.0,293.8,normal
2025-02-16 12:07:04.158842,SRV-003,RACK-A,23.4,40.0,213.0,22.3,664.0,290.0,normal
2025-02-16 12:07:04.158842,SRV-004,RACK-A,19.2,41.3,196.0,21.9,424.0,267.0,normal
2025-02-16 12:07:04.158842,SRV-005,RACK-B,16.2,47.1,163.0,21.6,175.0,286.8,normal
2025-02-16 12:08:04.158842,SRV-001,RACK-B,24.7,46.7,190.0,22.5,87.0,284.7,normal
2025-02-16 12:08:04.158842,SRV-002,RACK-B,25.4,49.5,195.0,22.5,621.0,309.7,normal
2025-02-16 12:08:04.158842,SRV-003,RACK-B,17.8,53.4,193.0,21.8,154.0,285.2,normal
2025-02-16 12:08:04.158842,SRV-004,RACK-C,20.9,40.7,163.0,22.1,371.0,289.1,normal
2025-02-16 12:08:04.158842,SRV-005,RACK-A,18.6,49.3,193.0,21.9,735.0,276.0,normal
2025-02-16 12:09:04.158842,SRV-001,RACK-A,17.7,41.6,187.0,21.8,75.0,276.0,normal
2025-02-16 12:09:04.158842,SRV-002,RACK-C,10.0,40.4,180.0,21.0,735.0,265.1,normal
2025-02-16 12:09:04.158842,SRV-003,RACK-C,28.5,42.9,190.0,22.8,50.0,317.2,normal
2025-02-16 12:09:04.158842,SRV-004,RACK-A,24.6,48.0,187.0,22.5,688.0,324.7,normal
2025-02-16 12:09:04.158842,SRV-005,RACK-C,14.3,52.5,178.0,21.4,595.0,304.8,normal
2025-02-16 12:10:04.158842,SRV-001,RACK-B,95.0,69.3,262.0,29.5,50.0,456.1,warning
2025-02-16 12:10:04.158842,SRV-002,RACK-A,10.0,42.7,174.0,21.0,305.0,285.9,normal
2025-02-16 12:10:04.158842,SRV-003,RACK-C,11.6,47.9,193.0,21.2,361.0,291.4,normal
2025-02-16 12:10:04.158842,SRV-004,RACK-A,17.1,49.2,187.0,21.7,418.0,274.2,normal
2025-02-16 12:10:04.158842,SRV-005,RACK-B,15.6,41.8,197.0,21.6,124.0,259.6,normal
2025-02-16 12:11:04.158842,SRV-001,RACK-A,21.9,41.4,186.0,22.2,142.0,263.2,normal
2025-02-16 12:11:04.158842,SRV-002,RACK-A,27.8,41.5,206.0,22.8,116.0,357.4,normal
2025-02-16 12:11:04.158842,SRV-003,RACK-C,29.8,39.0,191.0,23.0,171.0,269.8,normal
2025-02-16 12:11:04.158842,SRV-004,RACK-C,21.1,52.4,181.0,22.1,140.0,317.5,normal
2025-02-16 12:11:04.158842,SRV-005,RACK-B,24.2,42.6,179.0,22.4,560.0,250.1,normal
2025-02-16 12:12:04.158842,SRV-001,RACK-B,22.7,48.9,208.0,22.3,483.0,300.4,normal
2025-02-16 12:12:04.158842,SRV-002,RACK-B,16.5,49.8,189.0,21.6,585.0,252.9,normal
2025-02-16 12:12:04.158842,SRV-003,RACK-C,22.0,46.3,185.0,22.2,285.0,271.0,normal
2025-02-16 12:12:04.158842,SRV-004,RACK-B,26.9,42.4,208.0,22.7,190.0,306.3,normal
2025-02-16 12:12:04.158842,SRV-005,RACK-C,18.0,43.0,195.0,21.8,120.0,289.8,normal
2025-02-16 12:13:04.158842,SRV-001,RACK-A,26.6,43.1,199.0,22.7,420.0,288.0,normal
2025-02-16 12:13:04.158842,SRV-002,RACK-C,17.8,46.5,192.0,21.8,426.0,274.8,normal
2025-02-16 12:13:04.158842,SRV-003,RACK-C,21.3,43.8,200.0,22.1,644.0,283.4,normal
2025-02-16 12:13:04.158842,SRV-004,RACK-B,14.8,44.8,215.0,21.5,378.0,264.2,normal
2025-02-16 12:13:04.158842,SRV-005,RACK-B,16.7,34.3,213.0,21.7,639.0,226.3,normal
2025-02-16 12:14:04.158842,SRV-001,RACK-C,18.4,49.4,203.0,21.8,513.0,306.8,normal
2025-02-16 12:14:04.158842,SRV-002,RACK-C,16.6,38.7,190.0,21.7,50.0,255.6,normal
2025-02-16 12:14:04.158842,SRV-003,RACK-C,20.4,45.7,198.0,22.0,337.0,256.5,normal
2025-02-16 12:14:04.158842,SRV-004,RACK-B,25.6,53.3,192.0,22.6,209.0,321.8,normal
2025-02-16 12:14:04.158842,SRV-005,RACK-A,16.5,45.3,185.0,21.6,614.0,240.1,normal
2025-02-16 12:15:04.158842,SRV-001,RACK-C,18.2,46.6,211.0,21.8,87.0,290.7,normal
2025-02-16 12:15:04.158842,SRV-002,RACK-C,25.8,52.3,190.0,22.6,96.0,283.8,normal
2025-02-16 12:15:04.158842,SRV-003,RACK-A,28.8,50.3,184.0,22.9,286.0,298.1,normal
2025-02-16 12:15:04.158842,SRV-004,RACK-A,18.3,39.8,187.0,21.8,546.0,269.7,normal
2025-02-16 12:15:04.158842,SRV-005,RACK-C,28.0,50.8,194.0,22.8,587.0,280.1,normal
2025-02-16 12:16:04.158842,SRV-001,RACK-B,17.7,54.8,212.0,21.8,102.0,298.0,normal
2025-02-16 12:16:04.158842,SRV-002,RACK-B,19.5,39.2,183.0,21.9,168.0,270.0,normal
2025-02-16 12:16:04.158842,SRV-003,RACK-A,13.2,47.6,181.0,21.3,76.0,285.4,normal
2025-02-16 12:16:04.158842,SRV-004,RACK-C,25.2,45.6,181.0,22.5,372.0,331.7,normal
2025-02-16 12:16:04.158842,SRV-005,RACK-C,22.4,47.2,213.0,22.2,308.0,304.0,normal
2025-02-16 12:17:04.158842,SRV-001,RACK-C,15.0,41.8,213.0,21.5,139.0,244.8,normal
2025-02-16 12:17:04.158842,SRV-002,RACK-A,18.3,42.3,203.0,21.8,50.0,304.1,normal
2025-02-16 12:17:04.158842,SRV-003,RACK-A,23.1,52.6,175.0,22.3,516.0,291.3,normal
2025-02-16 12:17:04.158842,SRV-004,RACK-C,23.5,49.3,192.0,22.3,367.0,311.2,normal
2025-02-16 12:17:04.158842,SRV-005,RACK-C,17.0,39.5,225.0,21.7,483.0,309.4,normal
2025-02-16 12:18:04.158842,SRV-001,RACK-B,95.0,69.5,203.0,29.5,372.0,442.4,warning
2025-02-16 12:18:04.158842,SRV-002,RACK-A,17.7,37.2,175.0,21.8,475.0,277.9,normal
2025-02-16 12:18:04.158842,SRV-003,RACK-A,15.6,51.6,201.0,21.6,244.0,296.9,normal
2025-02-16 12:18:04.158842,SRV-004,RACK-C,13.2,43.6,193.0,21.3,397.0,234.2,normal
2025-02-16 12:18:04.158842,SRV-005,RACK-B,15.5,40.8,183.0,21.5,255.0,236.5,normal
2025-02-16 12:19:04.158842,SRV-001,RACK-B,35.5,49.5,220.0,23.6,800.0,302.4,normal
2025-02-16 12:19:04.158842,SRV-002,RACK-A,12.9,41.8,172.0,21.3,568.0,264.3,normal
2025-02-16 12:19:04.158842,SRV-003,RACK-B,23.0,45.5,187.0,22.3,80.0,283.4,normal
2025-02-16 12:19:04.158842,SRV-004,RACK-C,25.1,45.7,197.0,22.5,244.0,304.8,normal
2025-02-16 12:19:04.158842,SRV-005,RACK-B,16.4,44.2,187.0,21.6,493.0,260.8,normal
2025-02-16 12:20:04.158842,SRV-001,RACK-C,27.6,54.8,211.0,22.8,58.0,325.1,normal
2025-02-16 12:20:04.158842,SRV-002,RACK-B,19.8,43.4,194.0,22.0,779.0,278.7,normal
2025-02-16 12:20:04.158842,SRV-003,RACK-B,21.3,44.5,228.0,22.1,206.0,316.3,normal
2025-02-16 12:20:04.158842,SRV-004,RACK-B,10.0,37.7,203.0,21.0,468.0,249.1,normal
2025-02-16 12:20:04.158842,SRV-005,RACK-A,19.1,43.0,205.0,21.9,215.0,299.2,normal
2025-02-16 12:21:04.158842,SRV-001,RACK-C,13.5,48.5,217.0,21.9,436.0,271.9,normal
2025-02-16 12:21:04.158842,SRV-002,RACK-C,22.7,48.5,217.0,22.3,312.0,293.9,normal
2025-02-16 12:21:04.158842,SRV-003,RACK-B,18.4,46.1,172.0,21.8,284.0,278.0,normal
2025-02-16 12:21:04.158842,SRV-004,RACK-C,21.9,48.7,208.0,22.2,115.0,303.7,normal
2025-02-16 12:21:04.158842,SRV-005,RACK-B,14.3,44.6,208.0,21.4,266.0,265.5,normal
2025-02-16 12:22:04.158842,SRV-001,RACK-B,26.0,43.7,215.0,22.6,592.0,313.2,normal
2025-02-16 12:22:04.158842,SRV-002,RACK-C,18.9,40.9,179.0,21.9,50.0,264.9,normal
2025-02-16 12:22:04.158842,SRV-003,RACK-A,11.5,52.8,195.0,21.2,450.0,273.0,normal
2025-02-16 12:22:04.158842,SRV-004,RACK-B,24.0,38.7,182.0,22.4,60.0,262.6,normal
2025-02-16 12:22:04.158842,SRV-005,RACK-C,25.4,50.6,204.0,22.5,260.0,283.9,normal
2025-02-16 12:23:04.158842,SRV-001,RACK-C,95.0,64.4,262.0,29.5,662.0,494.2,warning
2025-02-16 12:23:04.158842,SRV-002,RACK-C,22.1,50.3,209.0,22.2,323.0,293.0,normal
2025-02-16 12:23:04.158842,SRV-003,RACK-B,16.8,50.5,182.0,21.7,346.0,250.9,normal
